Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R/W (Up to, in MB/s)",Categories,Notes (*),Product Page,Product Page 2,Affiliate Link
Corsair,MP600 Micro,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,5100/4300,Entry-Level NVMe,2242,Corsair MP600 Micro,,https://amzn.to/487IFvu
Corsair,MP600 Mini,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,176,4800/4800,Mid-Range NVMe,2230; E27T revision,Corsair MP600 Mini,,https://amzn.to/3rlgNUC
Corsair,MP600 PRO,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,Water-cooled,Corsair MP600 PRO,,https://amzn.to/44Gtzv4
Corsair,MP600 PRO NH,x4 PCIe 4.0/NVMe,M.2,500GB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6500,High-End NVMe,Reports of BiCS5,Corsair MP600 NH,,https://amzn.to/4229Ju4
Corsair,MP600 Pro Hydro X,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,,Corsair MP600 Pro Hydro X,,
Corsair,MP600 Pro LPX,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7100/6800,High-End NVMe,,Corsair MP600 LPX,,https://amzn.to/3yu44iS
Corsair,MP600 PRO XT,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7300/6900,High-End NVMe,Heatsink; BiCS5 @ 8TB,Corsair MP600 PRO XT,,https://amzn.to/3ytQpbi
Corsair,MP600 PRO XT Hydro X,x4 PCIe 4.0/NVMe,M.2,2TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7100/6800,High-End NVMe,Water-cooled,Corsair MP600 XT Hydro X,,
Corsair,MP700,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/9500,High-End NVMe,,Corsair MP700,,https://amzn.to/3Y212OR
Corsair,MP700 Elite,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E31T,,No,Yes,Kioxia,TLC,218,10000/8500,High-End NVMe,,Corsair MP700 Elite,,
Corsair,MP700 PRO,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400/11800,High-End NVMe,,Corsair MP700 PRO,,https://amzn.to/3QPRiUr
Corsair,MP700 PRO SE,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,14000/14000,High-End NVMe,,Corsair MP700 PRO SE,,https://amzn.to/4cwTUjQ
Crucial,BX500,SATA/AHCI,"2.5""",120GB-2TB,SMI SM2258/59XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC/QLC,64/96,540/500,Entry-Level SATA,1/2TB: SM2259XT + 96L QLC,Crucial BX500,,
Crucial,MX300,SATA/AHCI,"2.5"" & M.2 (1TB)",256GB-2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32,530/500,Mid-Range SATA,,Crucial MX300,,
Crucial,MX500,SATA/AHCI,"2.5"" & M.2 (1TB)",250GB-2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64/96,550/510,High-End SATA,"Transition to 96L, SM2259",Crucial MX500,,https://amzn.to/3mMQFzw
Crucial,P1,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Micron,QLC,64,2000/1700,Entry-Level NVMe,Double-sided at 2TB,Crucial P1,,
Crucial,P2,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Micron,TLC/QLC,96,2400/1900,Entry-Level NVMe,QLC at 500GB+,Crucial P2,,
Crucial,P3,x4 PCIe 3.0/NVMe,M.2,500GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,3500/3000,Entry-Level NVMe,use,Crucial P3,,https://amzn.to/3JwO2e9
Crucial,P310,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E27T,,No,Yes,Micron,QLC,232,7000/6100,Mid-range NVMe,2230 and 2280,Crucial P310 2230,Crucial P310 2280,
Crucial,P3 Plus,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5000/4200,Entry-Level NVMe,,Crucial P3 Plus,,https://amzn.to/3mFk130
Crucial,P5,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,Micron DM01B2,"Dual-core R5 + M3, 8-ch",Yes,No,Micron,TLC,96,3400/3000,Mid-Range NVMe,128L+ update,Crucial P5,,
Crucial,P5 Plus,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Micron DM02A1,Cortex-R5 + Cortex-M3,Yes,No,Micron,TLC,176,6600/5000,High-End NVMe,,Crucial P5 Plus,,https://amzn.to/3J8FOI1
Crucial,P510,1TB-2TB,,,,,,,,,,7100,,,,,
Crucial,T500,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E25,Dual R5 + CoX,Yes,N/A,Micron,TLC,232,7400/7000,High-End NVMe,,Crucial T500,,https://amzn.to/47s5XMS
Crucial,T700,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12400/11800,High-End NVMe,"Passive HS, spreader SKU requires HS",Crucial T700,,https://amzn.to/3pHlXd4
Crucial,T705,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,14500/12700,High-End NVMe,,Crucial T705,,https://amzn.to/3xEVIbp
Crucial,T710,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,,,,,,,,14900/13800,,,,,
Crucial,X6,USB 3.2 Gen 2x1,USB-C,500GB-4TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,QLC,96,540,Entry-Level SATA,Portable; new U17 + 176L QLC version,Crucial X6,,https://amzn.to/3DdDNY8
Crucial,X8,USB 3.2 Gen 2x1,M.2,500GB-1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Micron,QLC,64,1050/1000,Entry-Level NVMe,Portable,Crucial X8,,https://amzn.to/3YEdW43
Crucial,X9 Pro,USB 3.2 Gen 2x1,USB-C,1TB-4TB,,,,,,,,1050/?,Entry-Level NVMe,Portable,Crucial X9,,https://amzn.to/3PTzMPN
Crucial,X9 Pro,USB 3.2 Gen 2x2,USB-C,1TB-4TB,SMI SM2320,,No,N/A,Micron,TLC,176,1050/1050,Entry-Level NVMe,SM2320 @ 10Gbps,Crucial X9 Pro,,https://amzn.to/3KfCg7Q
Crucial,X10 Pro,USB 3.2 Gen 2x1,USB-C,1TB-4TB,SMI SM2320,,No,N/A,Micron,TLC,176,2000/2000,Entry-Level NVMe,,Crucial X10 Pro,,https://amzn.to/47iRm6P
DigiFast,Ace,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3470/3000,Mid-Range NVMe,,Digifast Ace,,
Drevo,D1 Xtreme,x4 PCIe 3.0/NVMe,M.2,256GB-512GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200/3150,Mid-Range NVMe,,Drevo D1 Xtreme,,
Drevo,X1 Pro,SATA/AHCI,"2.5""",64GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,570/470,Entry-Level SATA,Change: Samsung 64L,Drevo X1 Pro,,
Essencore,E540,x4 PCIe 5.0/NVMe,M.2,,Maxio MAP1806A,,No,Yes,,,,,,,,,
Essencore,E550,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,,,,,,,,14000/12500,,,,,
Essencore,ECT455,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,,,,
Foresee,P800,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Marvell 88SS1092,"Tri-core, 8-ch, 8-CE/ch",Yes,N/A,Longsys,TLC,,3200/1900,Mid-Range NVMe,,,,
Galax,HOF,x4 PCIe 3.0/NVMe,M.2 & AIC,512GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3400/3000,Mid-Range NVMe,Heatsink; AIC has RGB,Galax HOF,,
Galax,HOF 4.0,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,4800/4000,Mid-Range NVMe,Heatsink,Galax HOF 4.0,,
Galax,HOF 4.0 Extreme,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,,,,
Galax,HOF 5.0,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/9500,High-End NVMe,,,,
Gigabyte,Aorus,x4 PCIe 3.0/NVMe,M.2 (512GB) & AIC,256GB-1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3480/2000,Mid-Range NVMe,RGB & Heatsink,Gigabyte Aorus NVMe,Gigabyte Aorus NVMe AIC,
Gigabyte,Gen4 4000E,x4 PCIe 4.0/NVMe,M.2,250GB-1TB,,,,,,,,4000/3900,Entry-Level NVMe,NV2 clone,Gigabyte Gen4 4000E,,
Gigabyte,Gen4 Aorus,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4400,Mid-Range NVMe,DS Heatsink,Aorus Gen4,,
Gigabyte,Gen4 Aorus v2/Premium,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,HS,AORUS Gen4,,https://amzn.to/3pJlEhW
Gigabyte,Gen4 Aorus 5000E,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,,TLC,,5000/4600,Mid-Range NVMe,2GB: QLC,Gigabyte Aorus Gen4 5000E,,
Gigabyte,Gen4 Aorus 7300,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7300/6850,High-End NVMe,,Gigabyte Aorus Gen4 7300,,https://amzn.to/45i0c2e
Gigabyte,Gen5 Aorus 10000,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,9500/8500,High-End NVMe,,AORUS Gen5 10000,,
Gigabyte,Gen5 Aorus 12000,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,12000/12000,High-End NVMe,,Gigabyte AORUS Gen5 12000,,https://amzn.to/3QRLOZd
Gigabyte,Gen5 Aorus 14000,x4 PCIe 5.0/NVMe,M.2,1TB-2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,14500/12700,High-End NVMe,,Gigabyte Gen5 Aorus 14000,,
Gigabyte,M30,x4 PCIe 3.0/NVMe,M.2,512GB-1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,,TLC,,3500/3000,Mid-Range NVMe,RTS5762 variant,Gigabyte M30,,
Gigabyte,NVMe,x2 PCIe 3.0/NVMe,M.2,128GB-512GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1550/850,Entry-Level NVMe,,Gigabyte NVMe,,
Gigabyte,NVMe v2,x4 PCIe 3.0/NVMe,M.2,128GB-1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,2500/2100,Entry-Level NVMe,5-yr,Gigabyte NVMe v2,,
Gigabyte,SSD,SATA/AHCI,"2.5""",120GB-1TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,550/500,Entry-Level SATA,,Gigabyte SSD,,
Gigabyte,UD Pro,SATA/AHCI,"2.5""",256GB-512GB,Phison S10,"Quad-core, 8-ch, 4-CE/ch",Yes,N/A,Kioxia,TLC,64,530/500,Mid-Range SATA,S12; 96L; 256MB DRAM,Gigabyte UD Pro,,
Gigabyte,Vision Drive,USB 3.2 Gen2x1,USB-C,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,,TLC,,2000/2000,Mid-Range NVMe,Portable,Gigabyte Vision Drive,,
Goodram,IRDM Pro,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6850,High-End NVMe,,Goodram IRDM Pro,,
Goodram,IRDM Ultimate,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,,,,,High-End NVMe,,Goodram IRDM Ultimate,,
Goodram,IRDM Ultimate X,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4500,Mid-Range NVMe,Heatsink,Goodram IRDM Ultimate X,,
Goodram,PX500,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2050/1650,Entry-Level NVMe,,Goodram PX500,,
Goodram,PX600,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,,,,,,,,5000/4200,Mid-Range NVMe,3-yr,Goodram PX600,,
Goodram,PX700,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,,,,,,,,7400/6500,,,Goodram PX700,,
Greenliant,ArmourDrive,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,,,,2500/2100,Entry-Level NVMe,,Greenliant ArmourDrive,,
Fantom,VENOM8,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,,High-End NVMe,,Fantom Venom8,,https://amzn.to/3FDSpSx
Fantom,VENOMX,x4 PCIe 4.0/NVMe,,1TB-2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5100/2600,Mid-Range NVMe,,Fantom VENOMX,,https://amzn.to/49QJhqU
HIKVision,C2000,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500/3000,Mid-Range NVMe,Heatsink,HIKVision C/E2000,,
HP,EX900,x4 PCIe 3.0/NVMe,M.2,120GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100/1500,Entry-Level NVMe,,HP EX900,,https://amzn.to/3NOzCXH
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,128GB-2TB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300/2700,Entry-Level NVMe,,HP EX900 Plus,,https://amzn.to/44ipMob
HP,EX900 Pro,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,N/A,Micron,TLC,,2095/1965,Entry-Level NVMe,,HP EX900 Pro,,https://amzn.to/3NOzKGF
HP,EX920,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200/1800,Mid-Range NVMe,,HP EX920,,
HP,EX950,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500/2900,Mid-Range NVMe,,HP EX950,,
HP,FX700,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7200/6200,Mid-Range NVMe,,HP FX700,,
HP,FX900,x4 PCIe 4.0/NVMe,M.2,256GB-2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176L,5000/4800,Mid-Range NVMe,,HP FX900,,https://amzn.to/3YHxAwa
HP,FX900 Plus,x4 PCIe 4.0/NVMe,M.2,,Maxio MAP1602,Cortex-R5,No,Yes,YMTC,TLC,,7100/6300,,,HP FX900 Plus,,
HP,FX900 Pro,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400/6700,High-End NVMe,,HP FX900 Pro,,https://amzn.to/3ytxFsH
HP,M700,SATA/AHCI,"2.5"" & M.2",120GB-240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Samsung,MLC,N/A,560/520,Entry-Level SATA,,HP M700,,
HP,P500,USB 3.2 Gen 1x1,USB-C,120GB-500GB,SMI SM3350,N/A,No,N/A,Samsung,TLC,,380/200,Entry-Level SATA,,HP P500,,
HP,P600,USB 3.2 Gen 2x1,USB-C,250GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560/500,Entry-Level SATA,Portable,HP P600,,
HP,P700,USB 3.2 Gen 2x1,USB-C,256GB-1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,1000/1000,Entry-Level NVMe,Portable,HP P700,,
HP,P800,Thunderbolt 3,USB-C,256GB-1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2400/1200,Entry-Level NVMe,Portable,HP P800,,
HP,S600,SATA/AHCI,"2.5""",120GB-240GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,64,520/500,Garbage,,HP S600,,
HP,S650,SATA/AHCI,"2.5""",,,,,,,,,,,,,,https://amzn.to/3rnjLb9
HP,S700,SATA/AHCI,"2.5"" & M.2",120GB-500GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,560/515,Entry-Level SATA,Change: Samsung 64L,HP S700,,https://amzn.to/3pzO26g
HP,S700 Pro,SATA/AHCI,"2.5"" & M.2 (512GB)",128GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,570/525,Mid-Range SATA,"Change: Samsung 64L, MAS0901 (DL)",HP S700 Pro,,
HP,S750,SATA/AHCI,"2.5""",256GB-1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560/520,Entry-Level SATA,,HP S750,,https://amzn.to/44nxy00
Hynix,Beetle,USB 3.2 Gen 2x1,USB-C,512GB-1TB,Cepheus II,"Dual R5, 4x4",Yes,N/A,Hynix,TLC,128,1050/1000,,BC711,,,https://amzn.to/3tnlxtG
Hynix,Gold P31,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Cepheus II,"Dual R5, 4x4",Yes,No,Hynix,TLC,128,3500/3200,Mid-Range NVMe,,Hynix Gold P31,,https://amzn.to/3NNjPIX
Hynix,Gold S31,SATA/AHCI,"2.5""",250GB-1TB,Quartz/SH87830CC,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Hynix,TLC,72,560/525,High-End SATA,512Gb TLC; Borderline Perf.,SK Hynix Gold S31,,
Hynix,Platinum P41,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000/6500,High-End NVMe,,SK Hynix Platinum P41,,https://amzn.to/3ytBlui
Hynix,Platinum P51,x4 PCIe 5.0/NVMe,M.2,500GB-2TB,Alistair,R8,Yes,N/A,Hynix,TLC,238,14700/13400,High-End NVMe,,,,
Hyundai,Sapphire,SATA/AHCI,"2.5""",120GB-480GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,32,500/300,Entry-Level SATA,,Hyundai Sapphire,,
I-O Data,SSPH-UT,USB 3.2 Gen 1x1,USB-A,250GB-1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,350/300,Entry-Level SATA,Portable; Japan,I-O Data SSPH-UT,,
Inland,Basic,x2 PCIe 3.0/NVMe,M.2,256GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1100/600,Entry-Level NVMe,,,,
Inland,Gaming Perf. Plus,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000/6850,High-End NVMe,6-year warranty,,,https://amzn.to/3LEBLGg
Inland,Performance,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000/4300,Mid-Range NVMe,Heatsink,,,https://amzn.to/3JToEQ4
Inland,Performance Plus,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000/6850,High-End NVMe,New revision: 176L Micron TLC,,,https://amzn.to/3FxSvL9
Inland,Platinum,x4 PCIe 3.0/NVMe,M.2,1TB-8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400/3000,Mid-Range NVMe,256MB of DRAM,,,https://amzn.to/3n8E9KS
Inland,Platinum (External),USB 3.2 Gen 2x1,USB-C,500GB-1TB,Phison U17,"Single-core, 2-ch, 8-CE/ch",No,No,Micron,QLC,96,1100/1000,Entry-Level NVMe,Portable,,,
Inland,Premium (NVMe),x4 PCIe 3.0/NVMe,M.2,256GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3100/2900,Mid-Range NVMe,3-yr,,,
Inland,Prime,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E15T,"Single-core R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,3300/3000,Mid-Range NVMe,6-year warranty,,,
Inland,Pro QLC (NVMe),x4 PCIe 3.0/NVMe,M.2,1TB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,QLC,96,2000/1900,Entry-Level NVMe,2TB ideal,,,
Inland,Premium (SATA),SATA/AHCI,"2.5""",256GB-1TB,,,,,,QLC,,510/470,Entry-Level SATA,DRAM-less likely,,,
Inland,Pro. (NVMe),x2 PCIe 3.0/NVMe,M.2,128GB-1TB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550/1000,Entry-Level NVMe,Switched to E13T + QLC,,,
Inland,Pro. (SATA),SATA/AHCI,"2.5""",120GB-1TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500/470,Entry-Level SATA,Transition to QLC,,,
Inland,TD510,x4 PCIe 5.0/NVMe,M.2,2TB-4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000/9500,High-End NVMe,,,,https://amzn.to/457Hg6k
Inland,TN325,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,,,,,,,,2400/2100,,2242,,,https://amzn.to/47IADsF
Inland,TN436,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,112,3400/2400,Entry-Level NVMe,2230,,,https://amzn.to/3lpBWdL
Inland,TN446,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,4700/3700,Mid-Range NVMe,2230,,,https://amzn.to/3XTW4U3
Inland,TN450,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,5000/5000,Mid-Range NVMe,,,,https://amzn.to/3ZBomDE
Inland,TN470,x4 PCIe 4.0/NVMe,M.2,1TB-2TB,Phison E27T,"Single R5 + CoX, 4-CH, 4-CE/ch",No,Yes,Kioxia,TLC,162,7300/6400,,,,,https://amzn.to/3Lg5bsB
Inland,QN322,x4 PCIe 3.0/NVMe,M.2,500GB-2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2300/1800,Entry-Level NVMe,,,,https://amzn.to/42oKsdz
Inland,QN446,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,QLC,176,5000/3200,Entry-Level NVMe,2230,,,https://amzn.to/3OGnKI2
Intel,545s,SATA/AHCI,"2.5"" & M.2 (256GB)",256GB-1TB,SMI SM2259,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Intel,TLC,64,550/500,High-End SATA,,Intel 545s,,
Intel,660p,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Intel,QLC,64,1800/1800,Entry-Level NVMe,Best at 1TB+; 256MB of DRAM,Intel 660p,,
Intel,665p,x4 PCIe 3.0/NVMe,M.2,1TB-2TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,No,Intel,QLC,96,2000/2000,Entry-Level NVMe,Best at 1TB+; 256MB of DRAM,Intel 665p,,
Intel,670p,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,SMI SM2265,"Dual-core R5, 4-ch, 4-CE/ch",Yes,No,Intel,QLC,144,3500/2700,Entry-Level NVMe,Best at 1TB+; 256MB of DRAM,Intel 670p,,https://amzn.to/3J9FPLI
